key,category,zh-TW,note
notice.craft.activity-condition-failed,通知,{activityLabel}中斷：{reason},
notice.craft.activity-interrupted,通知,{activityLabel}被{reasonLabel}打斷,
notice.craft.activity-interrupted-wait,通知,{itemName} 的{activityLabel}被打斷，暫歇 {ticks} 息,
notice.craft.activity-interrupted-wait-generic,通知,{activityLabel}被{reasonLabel}打斷，暫歇 {ticks} 息,
notice.craft.alchemy.batch-failed,通知,第 {batch} 批未能{successNoun},
notice.craft.alchemy.batch-resources-missing,通知,當前批次材料或靈石不足，技藝任務已停止,
notice.craft.alchemy.batch-success,通知,第 {batch} 批{successNoun} {count} 件,
notice.craft.alchemy.cancel-no-refund,通知,已取消技藝任務，未完成批次尚未扣除材料,
notice.craft.alchemy.cancel-refunded,通知,已取消技藝任務，未開始的後續批次材料已退回,
notice.craft.alchemy.completed,通知,{itemName} {activityLabel}完成，{successNoun} {count} 件,
notice.craft.alchemy.start,通知,開始{actionLabel} {itemName}，共 {quantity} 批，預計消耗靈石 x{spiritStoneCost}；預計 {totalTicks} 息。單批固定 {batchOutputCount} 件，每件{outputNoun}率 {successRate}%,
notice.craft.building.completed,通知,{buildingName}已完工,
notice.craft.building.deconstruct-completed,通知,{buildingName}已拆除,
notice.craft.building.deconstruct-failed,通知,拆除失敗，建築已恢復原狀。,
notice.craft.building.deconstruct-start,通知,開始拆除：{buildingName}，預計 {totalTicks} 息,
notice.craft.building.deconstruct-too-far,通知,離開建築後拆除已取消，建築恢復原狀。,
notice.craft.building.deconstruct-unavailable,通知,建築當前不可繼續拆除。,
notice.craft.building.interrupted,通知,{buildingName} 的營造被{reasonLabel}打斷。,
notice.craft.building.sleeping,通知,建築施工條件暫時不滿足，已轉入等待隊列。,
notice.craft.building.start,通知,開始建造：{buildingName}，預計 {totalTicks} 息,
notice.craft.building.target-missing,通知,建造目標已經不存在。,
notice.craft.building.unavailable,通知,建築當前不可繼續施工。,
notice.craft.building.virtual-world-forbidden,通知,虛境不能建造建築，當前施工已停止。,
notice.craft.checkpoint-divergence,通知,技藝進度與伺服器紀錄不同步，已暫停自動推進，請稍後重試。,
notice.craft.enhancement.advance-continue,通知,{itemName} 已強化成功 +{currentLevel}，繼續衝擊 +{nextTargetLevel},
notice.craft.enhancement.advance-missing-target,通知,{itemName} 當前強化目標數據缺失，隊列已停止,
notice.craft.enhancement.advance-resources-missing,通知,{itemName} 當前已到 +{currentLevel}，後續強化所需靈石、材料或保護物不足，隊列已停止,
notice.craft.enhancement.cancelled,通知,你停止了 {itemName} 的強化，已投入的本階材料不會退回；保護物僅在失敗且保護生效時扣除，靈石將在本階成功後結算,
notice.craft.enhancement.checkpoint-divergence,通知,強化狀態同步異常，已暫停自動強化，請稍後重新操作強化。,
notice.craft.enhancement.checkpoint-reset,通知,強化狀態已按伺服器紀錄重置，可重新開始強化。,
notice.craft.enhancement.checkpoint-resynced,通知,強化進度已與伺服器同步，將繼續自動強化。,
notice.craft.enhancement.failed-protected,通知,{itemName} 強化失敗，保護生效，降為 +{level},
notice.craft.enhancement.failed-reset,通知,{itemName} 強化失敗，已歸零為 +0,
notice.craft.enhancement.protection-missing,通知,{itemName} 強化失敗，保護物不足，本階已終止,
notice.craft.enhancement.start,通知,開始強化 {itemName}，目標 +{targetLevel}，預計耗時 {totalTicks} 息,
notice.craft.enhancement.start-chain,通知,開始強化 {itemName}，先衝擊 +{targetLevel}，最終目標 +{desiredTargetLevel},
notice.craft.enhancement.start-chain-protected,通知,開始強化 {itemName}，先衝擊 +{targetLevel}，最終目標 +{desiredTargetLevel}，保護從 +{protectionStartLevel} 開始生效,
notice.craft.enhancement.success,通知,{itemName} 已強化成功 +{level},
notice.craft.enhancement.sync-conflict,通知,強化狀態正在同步，請稍後重試。,
notice.craft.enhancement.target-missing,通知,{itemName} 當前強化目標數據缺失，本階已終止,
notice.craft.enhancement.wallet-insufficient,通知,{itemName} 強化中斷，結算時靈石不足，本階未能繼續,
notice.craft.forging.batch-resources-missing,通知,當前批次材料或靈石不足，煉器任務已停止,
notice.craft.forging.cancel-no-active,通知,當前沒有可取消的煉器任務,
notice.craft.forging.cancel-no-refund,通知,已取消煉器任務，未完成批次尚未扣除材料,
notice.craft.formation.already-maintaining,通知,正在維護 {formationName}。,
notice.craft.formation.qi-insufficient,通知,{formationName} 維護中止：自身靈力不足。,
notice.craft.formation.queued,通知,已將 {formationName} 的維護加入技藝行動隊列。,
notice.craft.formation.start,通知,開始維護 {formationName}。,
notice.craft.formation.stopped,通知,已停止維護 {formationName}。,
notice.craft.formation.sync-pending,通知,陣法維護任務狀態正在同步，請稍後重試。,
notice.craft.gather.busy-sleeping,通知,採集目標正在由其他玩家採集，已轉入等待隊列。,
notice.craft.gather.cancelled,通知,你停止了 {resourceNodeName} 的採集。,
notice.craft.gather.depleted,通知,{resourceNodeName} 已經採盡。,
notice.craft.gather.empty,通知,{resourceNodeName} 當前沒有可收取的草藥。,
notice.craft.gather.interrupted,通知,{resourceNodeName} 的採集被{reasonLabel}打斷。,
notice.craft.gather.left-range,通知,你已離開草藥採集範圍。,
notice.craft.gather.obtained,通知,獲得 {itemLabel},
notice.craft.gather.start,通知,你開始採集 {resourceNodeName}，預計 {totalTicks} 息。,
notice.craft.gather.target-missing,通知,採集目標已經不存在。,
notice.craft.overflow-ground,通知,背包放不下，{itemLabel} 落在腳邊,
notice.craft.overflow-inventory,通知,無法落地，{itemLabel} 放回背包,
notice.craft.queue.appended,通知,已加入製造隊列末尾：{label},
notice.craft.queue.preserved,通知,已加入當前任務之後：{label},
notice.craft.queue.replaced,通知,已重置等待隊列，下一項為：{label},
notice.craft.queue.skipped,通知,隊列任務無法開始，已跳過：{label}。{error},
notice.craft.queue.started,通知,開始隊列中的製造任務：{label},
notice.craft.scripture-contemplation.cancelled,通知,已取消參悟：{techniqueName},
notice.craft.scripture-contemplation.start,通知,開始參悟 {techniqueName},
notice.craft.scripture-recording.cancelled,通知,已取消錄入：{techniqueName},
notice.craft.scripture-recording.complete,通知,{techniqueName} 已錄入藏經臺,
notice.craft.scripture-recording.start,通知,開始錄入 {techniqueName},
notice.craft.transmission.cancelled,通知,已取消傳法：{techniqueName},
notice.craft.transmission.start,通知,開始傳授 {techniqueName},
notice.craft.transmission.teacher-start,通知,你開始向 {learnerName} 傳授 {techniqueName},
notice.cultivation.cleared,通知,已取消主修功法,
notice.cultivation.set-primary,通知,已將 {techniqueName} 設為主修功法,
notice.cultivation.technique-comprehension-discarded,通知,已放棄領悟 {techniqueName},
notice.cultivation.technique-forgotten,通知,已遺忘 {techniqueName},
notice.enum.off,通知,關閉,結構化通知枚舉值翻譯
notice.enum.on,通知,開啟,結構化通知枚舉值翻譯
notice.enum.resumed,通知,恢復,結構化通知枚舉值翻譯
notice.enum.stopped,通知,停止,結構化通知枚舉值翻譯
notice.equip.equipped,通知,裝備 {itemName},裝備穿戴通知
notice.equip.unequipped,通知,卸下 {itemName},裝備卸下通知
notice.formation.active-set,通知,{formationName}已{stateLabel}。,
notice.formation.deployed,通知,{formationName}已佈下：半徑 {radius}，實際效果 {effectValue}，靈力 {qiBudget}，靈石 {spiritStoneBudget}。,
notice.formation.eye-qi-depleted,通知,{formationName}陣眼靈力耗盡，陣勢關閉。,
notice.formation.injected,通知,{formationName}注入靈石 {spiritStoneCount}，靈力 {qiAmount}。,
notice.formation.qi-depleted,通知,{formationName}靈力不足，陣勢關閉。,
notice.formation.refilled,通知,{formationName}補充靈石 {spiritStoneCount}，靈力 {qiAmount}。,
notice.formation.spirit-stone-depleted,通知,{formationName}靈石耗盡，陣勢損毀。,
notice.formation.strength-set,通知,{formationName}強度已調整為 {strength}。,
notice.heaven-gate.already-entered-duplicate,通知,已入天門，無需重複確認,
notice.heaven-gate.already-entered-no-modify,通知,已入天門，無法改動靈根,
notice.heaven-gate.already-entered-no-reopen,通知,已入天門，無法重開,
notice.heaven-gate.already-entered-no-reroll,通知,已入天門，無法逆天改命,
notice.heaven-gate.already-severed,通知,{element} 靈根已被斬斷,
notice.heaven-gate.enter-success,通知,入天門成功，靈根已定,
notice.heaven-gate.invalid-element,通知,靈根目標無效,
notice.heaven-gate.max-severed,通知,最多隻能斬斷四條靈根,
notice.heaven-gate.not-opened-no-enter,通知,尚未開天門，無法入天門,
notice.heaven-gate.not-opened-no-reroll,通知,尚未開天門，無法逆天改命,
notice.heaven-gate.not-severed,通知,{element} 靈根尚未斬斷,
notice.heaven-gate.not-unlocked,通知,尚未叩開仙門,
notice.heaven-gate.open-success,通知,天門已開，靈根總值 {total},
notice.heaven-gate.progress-insufficient,通知,境界修為不足,
notice.heaven-gate.progress-insufficient-reroll,通知,修為不足，無法逆天改命,
notice.heaven-gate.realm-invalid,通知,當前境界不可開天門,
notice.heaven-gate.reroll-success,通知,逆天改命成功，消耗修為 {cost}，靈根均值 {averageBonus},
notice.heaven-gate.restore-success,通知,補回 {element} 靈根，消耗修為 {cost},
notice.heaven-gate.seed-foundation-insufficient,通知,底蘊不足，{tierName} 靈根幼苗需要 {cost} 底蘊,
notice.heaven-gate.seed-realm-invalid,通知,需在叩仙門境界且尚未入天門時方可使用靈根幼苗,
notice.heaven-gate.seed-success,通知,使用 {tierName} 靈根幼苗成功，{costSummary}，靈根：{rootSummary}，逆天改命次數 +{gainedRerollCount}（共 {totalRerollCount}）,
notice.heaven-gate.seed-tier-invalid,通知,靈根幼苗品階無效,
notice.heaven-gate.sever-success,通知,斬斷 {element} 靈根，消耗修為 {cost},
notice.heaven-gate.shatter-not-unlocked,通知,尚未叩開仙門，不能使用碎靈丹,
notice.heaven-gate.shatter-realm-invalid,通知,至少需叩仙門境界才能使用碎靈丹,
notice.heaven-gate.shatter-success,通知,碎靈丹使用成功，消耗修為 {cost}，逆天改命次數共 {totalRerollCount},
notice.heaven-gate.wangsheng-success,通知,往生丹使用成功，境界歸零重修,
notice.item.dropped,通知,放下 {itemName},
notice.item.formation-hint,通知,陣盤需通過佈陣頁面使用,
notice.item.map-unlocked,通知,已解鎖地圖：{mapName},
notice.item.spawn-bound,通知,復活點與遁返落點已綁定：{mapName},
notice.item.tile-aura-used,通知,使用 {itemName}，當前地塊靈氣提升至 {nextValue},
notice.item.tile-aura-used-batch,通知,使用 {itemName} x{count}，當前地塊靈氣提升至 {nextValue},
notice.item.tile-resource-protected-area,通知,當前位於受保護區域，無法使用地塊資源道具。,
notice.item.tile-resource-used,通知,使用 {itemName}，當前地塊資源提升至 {nextValue},
notice.item.tile-resource-used-batch,通知,使用 {itemName} x{count}，當前地塊資源提升至 {nextValue},
notice.item.tile-resources-used,通知,使用 {itemName}，當前地塊 {resourceCount} 類資源已提升,
notice.item.tile-resources-used-batch,通知,使用 {itemName} x{count}，當前地塊 {resourceCount} 類資源已提升,
notice.item.tile-sha-used,通知,使用 {itemName}，當前地塊煞氣提升至 {nextValue},
notice.item.tile-sha-used-batch,通知,使用 {itemName} x{count}，當前地塊煞氣提升至 {nextValue},
notice.item.used,通知,使用了 {itemName},
notice.item.open-panel,通知,已開啟功法領悟面板,
notice.inventory.destroyed,通知,物品已銷毀,
notice.inventory.sorted,通知,背包已整理,
notice.loot.bag-full,通知,背包空間不足,
notice.loot.bag-full-ground,通知,背包已滿，{itemLabel} 掉落在腳邊（{x}，{y}）,
notice.loot.obtained,通知,獲得 {itemName},
notice.loot.obtained-batch,通知,獲得 {count} 項物品：{itemList},
notice.loot.obtained-multi,通知,獲得 {itemList},
notice.loot.pvp-bag-full,通知,背包已滿，{victimName} 的 {itemName} x{count} 掉落在地面,
notice.loot.take-failed-container,通知,拿取失敗，物品已留在容器內。,
notice.loot.take-failed-ground,通知,拿取失敗，物品已留在原地。,
notice.loot.tile-drop-inventory,通知,獲得 {itemLabel},通用可拆地塊掉落通知
notice.market.auction.bid-placed,通知,你在拍賣行出價 {itemName}，當前總價 {totalPrice} {currencyName}{extensionText}。,
notice.market.auction.buyout-buyer,通知,你在拍賣行一口價競得了 {itemName} x{quantity}，一口價支付 {currencyName} x{totalPrice}。,
notice.market.auction.buyout-seller,通知,你的寄拍已被一口價拍下：{itemName} x{quantity}，入賬 {currencyName} x{totalPrice}。,
notice.market.auction.consigned,通知,已寄拍 {itemName} x{quantity}，整包總價 {totalPrice} {currencyName}，已收上架費 {listingFee} {currencyName}。,
notice.market.auction.expired-returned,通知,寄拍 {itemName} x{quantity} 已流拍，物品已自動返還背包或坊市託管倉。,
notice.market.auction.outbid-refunded-inventory,通知,你在拍賣行對 {itemName} 的出價已被超過，凍結的 {currencyName} x{refundAmount} 已自動退回背包。,
notice.market.auction.outbid-refunded-storage,通知,你在拍賣行對 {itemName} 的出價已被超過，凍結的 {currencyName} x{refundAmount} 已退回坊市託管倉。,
notice.market.auction.settled-buyer,通知,你競得了 {itemName} x{quantity}，整包成交價 {totalPrice} {currencyName}。,
notice.market.auction.settled-seller,通知,你的寄拍已成交：{itemName} x{quantity}，入賬 {currencyName} x{totalPrice}。,
notice.market.buy-order-duplicate,通知,同一種物品已有求購掛單，不能重複求購。,
notice.market.custom-technique-order-book-forbidden,通知,自創功法殘卷不能在普通坊市交易，請前往傳法臺或拍賣行。,
