key,category,zh-CN,note
attr.special.combat-exp.desc,属性总览,通过战斗获得的境界修为会一比一累计到战斗经验，并按双方差距影响攻击时的命中、受击时的闪避（两者最高翻倍），以及普通攻击 50% 到 200% 的独立伤害乘区。,
attr.special.combat-exp.label,属性总览,战斗经验,
attr.special.comprehension.desc,属性总览,提高境界修为与功法经验获取；不作为六维参与基础属性换算。,
attr.special.comprehension.label,属性总览,悟性,
attr.special.foundation.desc,属性总览,在能够获得境界修为时，优先把本次境界修为抬高到三倍上限；实际额外补上的部分会等量消耗底蕴。,
attr.special.foundation.label,属性总览,底蕴,
attr.special.luck.desc,属性总览,提高挖矿矿物额外概率，并提高炼丹、炼器、强化成功率；不提供战斗属性。,
attr.special.luck.label,属性总览,幸运,
attr.special.root-foundation.desc,属性总览,每点根基提供 1% 六维境界乘区，可在境界圆满时消耗当前境界整条修为和对应材料凝练。,
attr.special.root-foundation.label,属性总览,根基,
attr.tab.base,属性总览,六维,
attr.tab.combat,属性总览,斗法,
attr.tab.craft,属性总览,技艺,
attr.tab.qi,属性总览,灵力,
attr.tab.root,属性总览,灵根,
attr.tab.special,属性总览,特殊,
attr.tab.vein,属性总览,灵脉,
attr.tooltip.actual-conversion,属性总览,实际转化：,
attr.tooltip.base-value,属性总览,基础值：,
attr.tooltip.base-zero-note,属性总览,基础值为 0 时，系统仍会给予少量基础加成,
attr.tooltip.body-training,属性总览,炼体：,
attr.tooltip.buff-status,属性总览,状态：,
attr.tooltip.extra-value,属性总览,额外值：,
attr.tooltip.move-speed-detail,属性总览,每息获得 {movePoints} 点移动预算，约等于 {roadTiles} 格大路 / {trailTiles} 格小路 / {grassTiles} 格草地 / {swampTiles} 格沼泽,
attr.tooltip.move-speed-note,属性总览,此为经过递减折算后的实际移动速度，所有移动和技能判定均以此为准,
attr.tooltip.pill,属性总览,丹药：,
attr.tooltip.realm,属性总览,境界：,
attr.tooltip.root-foundation,属性总览,根基：,
attr.tooltip.root-foundation-bonus,属性总览,六维境界加成：{percent}%,
attr.tooltip.scale,属性总览,刻度 {label},
attr.tooltip.six-dim,属性总览,六维：,
attr.tooltip.technique-max,属性总览,万法归元：,
attr.tooltip.total-fixed,属性总览,总固定值：{value},
attr.tooltip.total-percent,属性总览,总百分比：{value},
common.unknown-item,通用,未知物品,
common.value.unknown,通用,未知,缺失 key 自动补齐
ui.zoom.adjusted,通用,缩放已调整为 {zoom}x,
ui.zoom.reset,通用,缩放已重置为 {zoom}x,
notice.action.attack-intensity-updated,通知,出手力度已调整为 {intensity} 成,
notice.action.aura-sense-toggled,通知,感气视角已{state},
notice.action.auto-root-foundation-cap,通知,根基已达当前境界上限，已关闭自动凝练根基。,
notice.action.auto-root-foundation-disabled,通知,已关闭自动凝练根基。,
notice.action.auto-root-foundation-enabled,通知,已开启自动凝练根基，修为和材料满足时会每息检测并自动凝练。,
notice.action.body-training-convert,通知,消耗 {foundationSpent} 底蕴灌入肉身，获得 {expGained} 炼体经验,
notice.action.compass-required,通知,需要装备铜罗盘才能望气,
notice.action.cultivation-toggled,通知,修炼已{state},
notice.action.qi-sense-toggled,通知,望气视角已{state},
notice.action.world-migration-peaceful-complete,通知,已切入虚境，后续跨图会默认进入虚境线。,
notice.action.world-migration-peaceful-kept,通知,默认世界已保持为虚境，后续跨图会继续进入虚境线。,
notice.action.world-migration-real-complete,通知,已切入现世，后续跨图会默认进入现世线。,
notice.action.world-migration-real-kept,通知,默认世界已保持为现世，后续跨图会继续进入现世线。,
notice.activity.eternal-activated,通知,已使用{itemName} x{count}，月卡总池增加 {merit} 功德，每日签到固定池增加 {dailySignInFixedMerit} 功德，已获得永恒权益,
notice.activity.month-card-activated,通知,已使用{itemName} x{count}，月卡总池增加 {merit} 功德，领取时间重置为 {days} 天,
notice.asset.reconciliation-pending,通知,资产操作结果正在确认，请稍后刷新背包。,
notice.channel.alchemy,通知,炼丹,炼丹频道兜底名
notice.channel.building,通知,建造,建造频道兜底名
notice.channel.combat,通知,战斗,战斗频道兜底名
notice.channel.enhancement,通知,强化,强化频道兜底名
notice.channel.forging,通知,炼器,炼器频道兜底名
notice.channel.formation,通知,阵法,阵法频道兜底名
notice.channel.gather,通知,采集,采集频道兜底名
notice.channel.grudge,通知,情仇,情仇频道兜底名
notice.channel.loot,通知,掉落,掉落频道兜底名
notice.channel.mining,通知,挖矿,挖矿频道兜底名
notice.channel.quest,通知,任务,任务频道兜底名
notice.channel.success,通知,天机,成功频道兜底名
notice.channel.system,通知,系统,系统频道兜底名
notice.channel.transmission,通知,传法,传法频道兜底名
notice.channel.travel,通知,江湖,旅行频道兜底名
notice.channel.warn,通知,警示,警告频道兜底名
notice.combat.auto-use-item,通知,自动使用 {itemName},
notice.combat.chant-cancelled-config,通知,{skillName} 吟唱取消：技能配置已更新,
notice.combat.chant-expired,通知,神通吟唱已过期,
notice.combat.chant-fail-qi,通知,{skillName} 吟唱结算失败：元气不足,
notice.combat.chant-interrupted,通知,{skillName} 吟唱被打断：{reason},
notice.combat.herb-container-empty,通知,{title} 当前没有可打落的草药，{countdown},
notice.combat.herb-container-hit,通知,你攻击 {title}，打落 1 朵，剩余 {remaining} 朵{countdown},
notice.combat.kill-progress,通知,{action} {target}：{details},
notice.combat.killed,通知,斩杀 {monsterName},
notice.combat.killed-batch,通知,连续斩杀 {count} 个目标：{targetList},
notice.combat.offline-defeat,通知,你在离线挂机期间于{locationName}被{killerName}击败，离线挂机已结束。,
notice.combat.safe-zone-stop,通知,安全区内无法攻击，自动战斗已停止,
notice.combat.sha-backlash-convert,通知,身死后煞气入体，煞气反噬累计 {total} 层（剩余 {remaining}）,
notice.combat.sha-backlash-loss,通知,煞气反噬，折损修为 {progress}、底蕴 {foundation},
notice.combat.sha-infusion,通知,杀念入体，煞气加深至 {stacks} 层,
notice.combat.soul-injury,通知,神魂受损加深至 {stacks} 层,
notice.combat.temporary-tiles-created,通知,{skillName} 生成了 {count} 处临时石头,
notice.command.caster-dead,通知,你当前无法继续行动。,
notice.command.casting-busy,通知,正在吟唱中，无法执行该动作。,
notice.command.casting-busy-alchemy,通知,吟唱中无法分心炼丹。,
notice.command.casting-busy-building,通知,吟唱中无法分心营造。,
notice.command.casting-busy-enhancement,通知,吟唱中无法分心强化。,
notice.command.casting-busy-formation-maintenance,通知,吟唱中无法分心维护阵法。,
notice.command.casting-busy-gather,通知,吟唱中无法分心采集。,
notice.command.casting-busy-mining,通知,吟唱中无法分心挖矿。,
notice.command.failed,通知,行动未能完成，请稍后重试。,
notice.command.no-target,通知,没有可命中的目标,
notice.command.pvp-forbidden,通知,当前区域不允许玩家互攻。,
notice.command.qi-insufficient,通知,元气不足。,
notice.command.skill-cooldown,通知,技能尚在冷却。,
notice.command.target-blocked,通知,目标被遮挡。,
notice.command.target-dead,通知,目标已经死亡。,
notice.command.target-left-map,通知,目标已离开当前地图。,
notice.command.target-out-of-range,通知,目标超出作用范围。,
notice.command.technique-active,通知,学习者已有进行中的技艺任务。,
notice.command.technique-already-known,通知,学习者已经掌握该功法。,
notice.command.technique-cancel-none,通知,当前没有可取消的技艺任务。,
notice.command.technique-none,通知,当前没有进行中的技艺任务。,
notice.command.technique-queue-full,通知,技艺任务队列已满。,
notice.command.tile-damage-forbidden,通知,当前区域禁止攻击地形。,
notice.craft.activity-condition-failed,通知,{activityLabel}中断：{reason},
notice.craft.activity-interrupted,通知,{activityLabel}被{reasonLabel}打断,
notice.craft.activity-interrupted-wait,通知,{itemName} 的{activityLabel}被打断，暂歇 {ticks} 息,
notice.craft.activity-interrupted-wait-generic,通知,{activityLabel}被{reasonLabel}打断，暂歇 {ticks} 息,
notice.craft.alchemy.batch-failed,通知,第 {batch} 批未能{successNoun},
notice.craft.alchemy.batch-resources-missing,通知,当前批次材料或灵石不足，技艺任务已停止,
notice.craft.alchemy.batch-success,通知,第 {batch} 批{successNoun} {count} 件,
notice.craft.alchemy.cancel-no-refund,通知,已取消技艺任务，未完成批次尚未扣除材料,
notice.craft.alchemy.cancel-refunded,通知,已取消技艺任务，未开始的后续批次材料已退回,
notice.craft.alchemy.completed,通知,{itemName} {activityLabel}完成，{successNoun} {count} 件,
notice.craft.alchemy.start,通知,开始{actionLabel} {itemName}，共 {quantity} 批，预计消耗灵石 x{spiritStoneCost}；预计 {totalTicks} 息。单批固定 {batchOutputCount} 件，每件{outputNoun}率 {successRate}%,
notice.craft.building.completed,通知,{buildingName}已完工,
notice.craft.building.deconstruct-completed,通知,{buildingName}已拆除,
notice.craft.building.deconstruct-failed,通知,拆除失败，建筑已恢复原状。,
notice.craft.building.deconstruct-start,通知,开始拆除：{buildingName}，预计 {totalTicks} 息,
notice.craft.building.deconstruct-too-far,通知,离开建筑后拆除已取消，建筑恢复原状。,
notice.craft.building.deconstruct-unavailable,通知,建筑当前不可继续拆除。,
notice.craft.building.interrupted,通知,{buildingName} 的营造被{reasonLabel}打断。,
notice.craft.building.sleeping,通知,建筑施工条件暂时不满足，已转入等待队列。,
notice.craft.building.start,通知,开始建造：{buildingName}，预计 {totalTicks} 息,
notice.craft.building.target-missing,通知,建造目标已经不存在。,
notice.craft.building.unavailable,通知,建筑当前不可继续施工。,
notice.craft.building.virtual-world-forbidden,通知,虚境不能建造建筑，当前施工已停止。,
notice.craft.enhancement.advance-continue,通知,{itemName} 已强化成功 +{currentLevel}，继续冲击 +{nextTargetLevel},
notice.craft.enhancement.advance-missing-target,通知,{itemName} 当前强化目标数据缺失，队列已停止,
notice.craft.enhancement.advance-resources-missing,通知,{itemName} 当前已到 +{currentLevel}，后续强化所需灵石、材料或保护物不足，队列已停止,
notice.craft.enhancement.cancelled,通知,你停止了 {itemName} 的强化，已投入的本阶材料不会退回；保护物仅在失败且保护生效时扣除，灵石将在本阶成功后结算,
notice.craft.enhancement.failed-protected,通知,{itemName} 强化失败，保护生效，降为 +{level},
notice.craft.enhancement.failed-reset,通知,{itemName} 强化失败，已归零为 +0,
notice.craft.enhancement.protection-missing,通知,{itemName} 强化失败，保护物不足，本阶已终止,
notice.craft.enhancement.start,通知,开始强化 {itemName}，目标 +{targetLevel}，预计耗时 {totalTicks} 息,
notice.craft.enhancement.start-chain,通知,开始强化 {itemName}，先冲击 +{targetLevel}，最终目标 +{desiredTargetLevel},
notice.craft.enhancement.start-chain-protected,通知,开始强化 {itemName}，先冲击 +{targetLevel}，最终目标 +{desiredTargetLevel}，保护从 +{protectionStartLevel} 开始生效,
notice.craft.enhancement.success,通知,{itemName} 已强化成功 +{level},
notice.craft.enhancement.sync-conflict,通知,强化状态正在同步，请稍后重试。,
notice.craft.enhancement.target-missing,通知,{itemName} 当前强化目标数据缺失，本阶已终止,
notice.craft.enhancement.wallet-insufficient,通知,{itemName} 强化中断，结算时灵石不足，本阶未能继续,
notice.craft.forging.batch-resources-missing,通知,当前批次材料或灵石不足，炼器任务已停止,
notice.craft.forging.cancel-no-active,通知,当前没有可取消的炼器任务,
